"Estimate","Est.Error","Q2.5","Q97.5","term"
-0.0771789910671214,0.133488046353256,-0.330331778402941,0.18839786154465,"focspTRCY:SiteGH"
-0.081492928236125,0.136913147251934,-0.344650817307177,0.186071801327891,"focspTROR:SiteGH"
0.251240444884824,0.130187291154045,-0.00620855324241888,0.504539521997829,"focspTRCY:SiteNam"
-0.254093106857789,0.140869683805994,-0.532605168382815,0.0226868845082412,"focspTROR:SiteNam"
0.526655878255881,0.128537916330504,0.270206311016325,0.779337520095675,"focspTRCY:SitePJ"
0.00147433001821184,0.140152844189765,-0.272916618964171,0.273464358721424,"focspTROR:SitePJ"
-1.13227748258081,0.195555805617219,-1.5078544980641,-0.737030876124797,"focspTRCY:SiteCS"
-1.11548867380818,0.222045935130917,-1.54578756133197,-0.671863926806711,"focspTROR:SiteCS"
0.187932822320798,0.0365359852396863,0.117696600904446,0.26087403875533,"focspTRCY:fac_sc"
0.126144243261106,0.039693526335865,0.0503539087307503,0.208162197552699,"focspTROR:fac_sc"
